experiment,cb,ab,db,totalflow,stdev,seed
2138,1,0.7,0.3,500,0,12627
2139,1,0.7,0.4,500,0,29591
2140,1,0.7,0.5,500,0,42323
2141,1,0.7,0.6,500,0,42869
2142,1,0.7,0.7,500,0,90913
2143,1,0.7,0.8,500,0,98080
2144,1,0.7,0.9,500,0,84283
2145,1,0.7,1,500,0,3941
2146,1,0.8,0,500,0,21622
2147,1,0.8,0.1,500,0,42520
2148,1,0.8,0.2,500,0,49626
2149,1,0.8,0.3,500,0,1481
2150,1,0.8,0.4,500,0,34810
2151,1,0.8,0.5,500,0,5489
2152,1,0.8,0.6,500,0,22694
2153,1,0.8,0.7,500,0,86711
2154,1,0.8,0.8,500,0,92459
2155,1,0.8,0.9,500,0,11661
2156,1,0.8,1,500,0,22021
2157,1,0.9,0,500,0,43319
2158,1,0.9,0.1,500,0,85074
2159,1,0.9,0.2,500,0,60512
2160,1,0.9,0.3,500,0,50058
2161,1,0.9,0.4,500,0,99272
2162,1,0.9,0.5,500,0,123
2163,1,0.9,0.6,500,0,98532
2164,1,0.9,0.7,500,0,5663
2165,1,0.9,0.8,500,0,48703
2166,1,0.9,0.9,500,0,46171
2167,1,0.9,1,500,0,67314
2168,1,1,0,500,0,70292
2169,1,1,0.1,500,0,25221
2170,1,1,0.2,500,0,41552
2171,1,1,0.3,500,0,27257
2172,1,1,0.4,500,0,10072
2173,1,1,0.5,500,0,83305
2174,1,1,0.6,500,0,26546
2175,1,1,0.7,500,0,92624
2176,1,1,0.8,500,0,52986
2177,1,1,0.9,500,0,37003
2178,1,1,1,500,0,92461
